"","PWSID","cash_reserve_total.imputed","delinquent_num_acc.imputed","delinquent_amount_dollars.imputed","revenue_2020_Total.imputed","revenue_2019_Total.imputed","requested","responded","voluntary","tag","Service_Connections","Population","Fee_Code","Regulating_Agency","Water_System_Name","bill_freq","bill_freq_other","submetered_YN","expense_2019_Apr","expense_2019_May","expense_2019_Jun","expense_2019_Jul","expense_2019_Aug","expense_2019_Sep","expense_2019_Oct","expense_2019_Total","revenue_2019_Apr","revenue_2019_May","revenue_2019_Jun","revenue_2019_Jul","revenue_2019_Aug","revenue_2019_Sep","revenue_2019_Oct","revenue_2019_Total","expense_2020_Apr","expense_2020_May","expense_2020_Jun","expense_2020_Jul","expense_2020_Aug","expense_2020_Sep","expense_2020_Oct","expense_2020_Total","revenue_2020_Apr","revenue_2020_May","revenue_2020_Jun","revenue_2020_Jul","revenue_2020_Aug","revenue_2020_Sep","revenue_2020_Oct","revenue_2020_Total","comments_exp_rev","cash_reserve_restricted","cash_reserve_unrestricted","cash_reserve_total","months_before_assist","loans_YN","delinquent_num_acc","delinquent_amount_dollars","comments_cash_reserves","filename","single_multi","Zip Code","Less than $100","$100-$200","$200-$300","$300-$400","$400-$500","$500-$600","$600-$700","$700-$800","$800-$900","$900-$1000","More than $1000","Total number of delinquent residential accounts","Size","CES_3.0_Score","Median_12month_HH_income","Median_rent_pct_income","cash","cash_u","cash_u_days","cash_days","op_ratio","cash_score","ratio_score","month_score","risk_score_avg","Risk_label","Tier_Status Sep_","Tier_Status_Nov","County_Population","Jan_County_UE_%","Feb_County_UE_%","Mar_County_UE_%","Apr_County_UE_%","May_County_UE_%","Jun_County_UE_%","Jul_County_UE_%","Aug_County_UE_%","Sep_County_UE_%","Oct_County_UE_%","months_before_assist_num","fee_code_char","response","delinquent_num_acc_normalized","volunteered","loans_1.0","submetered_1.0","N","samples","respondedTotal","prob","base.weight","fpc","final.weight"
"195","CA1910165",1688706,0,0,501480,468337,"y","y","n","Bin B",1389,4571,"DAVCL","DISTRICT 07 - HOLLYWOOD","VALLEY VIEW MUTUAL WATER CO.","BM",NA,"N",35731,35156,137671,63420,52960,110988,56970,492896,58325,53319,62650,58922,89981,66653,78487,468337,52897,45378,52791,50754,145721,57753,114605,519899,65666,52802,72555,67964,80191,75988,86314,501480,"The company noted that they are not experiencing any financial difficulty due to the current public health crisis.",0,1688706,1688706,"F","N",0,0,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT07-HOLLYWOOD\Complete\Survey_DISTRICT07-CA1910165-VALLEYVIEWMUTUALWATERCO-complete.xlsx","single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Small/Medium",44.36,71931.32,33.7,1688706,1688706,695.102479520061,695.102479520061,0.964571964939344,0,3,0,1,"low",1,1,10257557,0.00645855538506878,0.00649355397196428,0.00760873178672076,0.0759942157767195,0.0807474918248078,0.0814576999182164,0.0872163810544753,0.0854432493039035,0.0809370106351834,0.0732341043778748,6,"DAVCL",1,0,0,0,0,259,135,99,0.521235521235521,1.91851851851852,0.521235521235521,2.19760332171755
"196","CA3110150",6496544,8,0,8874963.69,33635.9,"y","y","n","Bin B",1352,4472,"C1","DISTRICT 09 - SACRAMENTO","CALAM - WEST PLACER","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Per phone conversation with Evan Jacobs (Cal-Am), Cal-Am does not does not separate financial data for their ten (10) water systems in the Sacramento District. Per 2019 electronic annual water system report, Cal-Am has over 60,000 connections in the Sacramento District. Per Sean McCarthy's ""Covid-19 Survey Guidance - Multiple Water Systems in a Single Water Agency"" email dated 11/10/2020: ""First, calculate the total number of service connections in ALL of their service areas, regardless if all individual systems are included in the survey or not. If the combined number of connections results in a single system greater than 10,000 connections, we will need to exclude these systems from the survey, as aggregated values would not be representative of the smaller systems.""

Cal-Am was excluded from survey due to aggregated financial data representing greater than 10,000 connections. However, on November 24, Evan Jacobs submitted by email to Sean McCarthy, ""deliquency by zip code"" data for all the requested systems, including this one.",0,NA,NA,NA,NA,NA,NA,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT09-SACRAMENTO\Complete\Survey_DISTRICT09-CA3110150-CALAM-WESTPLACER.xlsx","single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,118065.87,26.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,400434,0.00633812313639701,0.00592357292337813,0.00601097808877368,0.0605742769095531,0.0589435462523162,0.052041035476508,0.0533021671486437,0.0515990150686505,0.0475159451994586,0.0419819495847006,NA,"C1",1,NA,0,NA,NA,259,135,99,0.521235521235521,1.91851851851852,0.521235521235521,2.61061736677141
"197","CA1910185",3019000,120,38041.5,64466.38,621364.2,"y","y","n","Bin B",1349,5173,"C1","DISTRICT 16 - CENTRAL","LOS ANGELES CWWD 36-VAL VERDE","BM","Although customers are billed bimonthly, the system keeps monthly records.","N",93969.64,98123.94,52691.47,37784.05,650205.24,50264.5,92693.82,1075732.66,71678.16,95248.04,128431.09,95074.85,88067.24,148804.31,170194.99,621364.2,79921.05,104663.87,235169.85,633568.08,86222.23,231819.13,82093.71,1453457.92,108658.58,89590.74,97172.19,94142.13,26029.6,149703.37,131422.97,64466.38,"The system had negative values for both August revenues, but the spreadsheet would not allow negative inputs.  They said that the negative numbers indicate that the customers were billed but had not paid yet.",0,3019000,3019000,"F","N",120,38041.5,"5.  The funds are restricted to operations, maintenance, repair, and construction of waterworks systems.","S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT16-CENTRAL\Complete\Survey_DISTRICT16-CA1910185-LOSANGELESCWWD36-VALVERDE-COMPLETE.xlsx","single","91384","47",32,16,10,3,2,3,1,0,1,5,120,"Small/Medium",17.85,114095.73,26.17,3019000,3019000,444.502720794283,444.502720794283,0.0443537986982107,0,5,0,1.66666666666667,"medium",1,1,10257557,0.00645855538506878,0.00649355397196428,0.00760873178672076,0.0759942157767195,0.0807474918248078,0.0814576999182164,0.0872163810544753,0.0854432493039035,0.0809370106351834,0.0732341043778748,6,"C1",1,0.0889547813194959,0,0,0,259,135,99,0.521235521235521,1.91851851851852,0.521235521235521,2.61061736677141
"198","CA1910064",2600000,110,17772.27,1537173.77,1120018.66,"y","y","n","Bin B",1294,3405,"DAVCL","DISTRICT 07 - HOLLYWOOD","LITTLEROCK CREEK IRRIGATION DIST.","M","The District changed to monthly billing in April, 2020.","N",NA,NA,NA,NA,NA,NA,NA,937126.31,NA,NA,NA,NA,NA,NA,NA,1120018.66,NA,NA,NA,NA,NA,NA,NA,2120393.79,NA,NA,NA,NA,NA,NA,NA,1537173.77,"The company noted that they are not experiencing any financial difficulty due to the current public health crisis.  Additional expenses from 2020 are due to water exchange with neighboring system.  Will receive additional revenue from future water exchange.",0,2600000,2600000,"F","N",110,17772.27,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT07-HOLLYWOOD\Complete\Survey_DISTRICT07-CA1910064-LITTLEROCKCREEKIRRIGATIONDIST-complete.xlsx","single","93543","51",33,7,4,1,6,2,1,NA,NA,NA,105,"Small/Medium",22.87,57800.45,36.53,2600000,2600000,262.404088629216,262.404088629216,0.724947308018668,1,4,0,1.66666666666667,"medium",1,1,10257557,0.00645855538506878,0.00649355397196428,0.00760873178672076,0.0759942157767195,0.0807474918248078,0.0814576999182164,0.0872163810544753,0.0854432493039035,0.0809370106351834,0.0732341043778748,6,"DAVCL",1,0.0850077279752705,0,0,0,259,135,99,0.521235521235521,1.91851851851852,0.521235521235521,2.19760332171755
"199","CA4910008",861642,175,25321.81,13458290,2889432,"y","y","n","Bin B",1253,4150,"C1","DISTRICT 18 - SONOMA","RUSSIAN RIVER COUNTY WATER DISTRICT","M",NA,NA,35678,43224.11,74064.89,31417.35,34852.74,51823.01,53956.36,NA,51632.64,35789.9,39770.19,46115.12,46203.35,51644.57,46992.15,NA,112302.85,46045.56,37910.06,92702.4,43120.83,40394.58,60841.61,NA,51085.21,38085.92,45285.69,49067.14,50813.31,50915.53,61150.48,NA,"1.  The Water District has debt obligations that are covered by special assessments and that  are collected by the County of Sonoma, via the Tax Roll.  Total Debt is $2,666,161.  For the fiscal year 2020-2021 Annual payments will approx. $268,015 (Principle & Interest).  This expense is NOT included in the balances above since we do not have the monthly amounts at our office.",367402,494240,861642,"C","N",175,25321.81,"Unrestricted funds include funds committed to projects.","S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT18-SONOMA\Complete\Survey_DISTRICT18-CA4910008-RUSSIANRIVERCOUNTYWATERDISTRICTcomplete.xlsx","single","95436","131",18,8,6,1,2,2,2,0,0,5,175,"Small/Medium",9.45,69617.12,27.93,861642,494240,NA,NA,NA,NA,NA,3,3,"medium high",1,1,496668,0.00637447953159857,0.00617313779023412,0.00682548503225495,0.0770554978375897,0.0679931060587757,0.0620656051930062,0.0613850701071943,0.0592830623273495,0.0552099188995466,0.0503777171067997,3,"C1",1,0.139664804469274,0,0,NA,259,135,99,0.521235521235521,1.91851851851852,0.521235521235521,2.61061736677141
"200","CA5610005",1600000,16,3146.14,520000,1409943,"y","y","n","Bin B",1248,4200,"C1","DISTRICT 06 - SANTA BARBARA","MEINERS OAKS CWD","M",NA,NA,167252.67,109283.14,131285.77,127483.94,138756.85,141252.77,NA,815315.14,NA,NA,NA,NA,NA,NA,NA,NA,188956.38,99547.09,128437.12,NA,134454.05,147801.5,172097.65,871293.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1600000,1600000,"F","N",16,3146.14,"Very low impact on their small district; most customers called in to work out payment options at the onset of COVID-19.  The district stopped charging all late fee penalties and instituted a moratorium on disconnections for non-payment, as of March 2020.  Repayment options are offered to customers, ranging from 2 months to 12 months, depending on the amount due, and the customer's financial situation is taken into consideration.  As of March 2020, they have set up 4 customers on repayment plans.  The direct financial impact for their district is not the volume of non-payments, rather the missed late fee penalties, at 25% of the balance due.  Potential lost penalty revenue each month averages $3,800.00.  Their entire district falls within one zip code:  93023.","S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT06-SANTABARBARA\Complete\Survey_DISTRICT06-CA5610005-MEINERSOAKSCWD_Complete.xlsx","single","93023","4",3,4,2,1,1,NA,1,NA,NA,NA,16,"Small/Medium",18.06,72503.93,34.49,1600000,1600000,392.978813724817,392.978813724817,NA,0,NA,0,0,"very low",1,1,852747,0.00838466743359988,0.008046935374736,0.00832486071484274,0.069488371111244,0.0688727137122734,0.0643403025750897,0.0679439505503977,0.0658729963283365,0.0615176599859044,0.0551957380090461,6,"C1",1,0.0128205128205128,0,0,NA,259,135,99,0.521235521235521,1.91851851851852,0.521235521235521,2.61061736677141
"201","CA1210012",2306685,72,15850,779439,750046,"y","y","n","Bin B",1233,3174,"C1","DISTRICT 01 - KLAMATH","RIO DELL, CITY OF","M",NA,NA,64031,49573,103990,115036,61616,51171,59737,505136,102594,101024,105911,112095,109013,109085,110324,750046,41438,38616,63107,137657,43683,49112,49367,422980,110418,102766,115358,112764,115212,114007,108914,779439,"** Some are and some are not submetered.        The revenues are all for water but include a capital improvement portion for which there were no expenditures in the periods being reviewed.",136000,2170685,2306685,"F","N",72,15850,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT01-KLAMATH\Complete\Complete-Survey_DISTRICT01-CA1210012-RIODELL-CITYOF.xlsx","single","95562","21",22,11,8,5,2,NA,2,NA,NA,1,72,"Small/Medium",21.77,37697,33.1,2306685,2170685,1098.22353302757,1167.03056882122,1.84273251690387,0,1,0,0.333333333333333,"low",3,1,134098,0.00944831391967069,0.00813584095213948,0.00840430133186177,0.0638711986755955,0.0567793703112649,0.0527077212188101,0.0546316872734866,0.0545869438768662,0.0503288639651598,0.046600247580128,6,"C1",1,0.0583941605839416,0,0,NA,259,135,99,0.521235521235521,1.91851851851852,0.521235521235521,2.61061736677141
"202","CA4510007",923089,7,784,430514,381440,"y","y","n","Bin B",1226,3316,"C1","DISTRICT 02 - LASSEN","COTTONWOOD COUNTY WATER DIST.","M",NA,"N",34209,37370,120104,40114,48132,43327,39655,362911,42333,41985,66482,56641,63801,60214,49984,381440,30111,34760,147141,31189,48091,48566,23343,363201,42912,50155,49457,65800,86579,66083,69528,430514,"We recognize our depreciation expense annually in June every year.",539218,383871,923089,"F","N",7,784,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT02-LASSEN\Complete\Waterboards COVID-19 Survey_CA4510007-COTTONWOODCOUNTYWATERDIST_complete.xlsx","single","96022","3",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Small/Medium",20.81,47272.58,35.11,923089,383871,226.178876159482,543.889047662314,1.18533263950264,1,3,0,1.33333333333333,"low",3,1,177925,0.0136855416608121,0.0130448222565688,0.0127076015174933,0.0657187017001546,0.0564957144864409,0.0488014612898693,0.0519038920893635,0.0508304060699733,0.0479977518617395,0.0450302093578755,6,"C1",1,0.00570962479608483,0,0,0,259,135,99,0.521235521235521,1.91851851851852,0.521235521235521,2.61061736677141
"203","CA3610114",16500000,148,21873.27,4409510,3979415,"y","y","n","Bin B",1223,2320,"C1","DISTRICT 13 - SAN BERNARDINO","CLAWA","M",NA,NA,231871,384231,960485,777725,563375,434889,381987,3734562,1667970,399820,868687,418361,205682,169752,249143,3979415,777565,646078,268436,1156150,464331,458059,687693,4458312,2438940,603812,183899,520315,213180,235849,213515,4409510,"A portion of the differences from 2019 and 2020 is attributed to a rate increase in January 2020.  The numbers provided are very close to the cash basis transactions, which explains the sizeable fluctuations between the months.",0,16500000,16500000,"F","N",148,21873.27,"The delinquent amounts do not include October 2020 billing.  The numbers showing the number delinqent by dollar amount may include businesses, the total numbers only reflect residential accounts.  Additionally, some of these account have been delinquent for a number of years, so the amounts that are due do not reflect hardships caused by the pandemic.","S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT13-SANBERNARDINO\Complete\Survey_DISTRICT13-CA3610114-CLAWA.xlsx","single","92317","29",3,1,2,1,2,NA,NA,NA,NA,NA,38,"Small/Medium",27.16,60836.99,36.77,16500000,16500000,792.003789775144,792.003789775144,0.989053704630811,0,3,0,1,"low",1,1,2217398,0.00705872378346152,0.00710066483328658,0.00788176051389962,0.0604325430076152,0.0638441993724176,0.0644733151197936,0.071314216031583,0.0706359435698959,0.0685447538060375,0.063525357197941,6,"C1",1,0.121013900245298,0,0,NA,259,135,99,0.521235521235521,1.91851851851852,0.521235521235521,2.61061736677141
"204","CA5410001",833001.7,603,12998.01,123627,923016.25,"y","y","n","Bin B",1218,6200,"DAVCL","DISTRICT 24 - TULARE","CUTLER PUD","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Handful of customers not paying in past 8/9 months. No notable difference to 2019. Notices have been sent to customers letting them know if they need to make payment arrangements to let Cutler PUD know.",0,NA,NA,NA,"N",NA,NA,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT24-TULARE\Complete\Survey_DISTRICT24-CA5410001-CUTLERPUD_notes only.xlsx","single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Small/Medium",45.82,39242.62,39.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,484423,0.0285886508278922,0.0298293020769039,0.0293710249100476,0.0641794464754977,0.0675855605534832,0.0679674581925301,0.0748911591728716,0.0720279590358014,0.0674018368244282,0.0638801212989474,NA,"DAVCL",1,NA,0,0,NA,259,135,99,0.521235521235521,1.91851851851852,0.521235521235521,2.19760332171755
"205","CA3610085",7391013,55,11044,3654806,3947461,"y","y","n","Bin B",1210,3371,"C1","DISTRICT 13 - SAN BERNARDINO","SAN ANTONIO WATER COMPANY","O","Municipal Connection = M                                                                                                                                   Domestic = BM","N",295945,335765,379196,311298,305524,366525,329524,2323777,527610,371060,544591,471922,679258,729199,623821,3947461,318687,237320,399834,355197,337327,354328,277471,2280163,383416,410396,711272,532643,686008,362563,568508,3654806,NA,0,7391013,7391013,"F","N",55,11044,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT13-SANBERNARDINO\Complete\Survey_DISTRICT13-CA3610085-SANANTONIOWATERCOMPANY.xlsx","single","91784","32",9,4,1,2,3,1,NA,NA,1,2,55,"Small/Medium",11.99,88811.87,22.05,7391013,7391013,693.668295643776,693.668295643776,1.60287049653906,0,1,0,0.333333333333333,"low",1,1,2217398,0.00705872378346152,0.00710066483328658,0.00788176051389962,0.0604325430076152,0.0638441993724176,0.0644733151197936,0.071314216031583,0.0706359435698959,0.0685447538060375,0.063525357197941,6,"C1",1,0.0454545454545455,0,0,0,259,135,99,0.521235521235521,1.91851851851852,0.521235521235521,2.61061736677141
"206","CA1710021",2206616,165,28402.92,440240.46,430790.14,"y","y","n","Bin B",1196,2759,"DAVCL","DISTRICT 03 - MENDOCINO","LAKE COUNTY CSA 21 - NORTH LAKEPORT","BM",NA,NA,28929.98,10973.17,57670.33,51767.37,48827.46,97755.06,21001.85,316925.22,26099.77,NA,121163.34,NA,129190.28,NA,154336.75,430790.14,19884.46,48250.82,44775.19,3436.51,123954.06,61812.62,120114.57,422228.23,30683.55,NA,140575.63,NA,95651.09,NA,173330.19,440240.46,"April amount does not include revenue from March.",1209856,996760,2206616,"B","N",165,28402.92,"The water system complained about having to continue services for delinquent accounts and not having access to operator certification exams.

The answer to question 6 assumes that reserves cannot be used to cover delinquent accounts, in accordance with Prop 218.","S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT03-MENDOCINO\Complete\Survey_DISTRICT03-CA1710021-LAKECOUNTYCSA21-NORTHLAKEPORTcomplete.xlsx","single","95453","79",48,24,4,3,5,0,0,0,0,2,165,"Small/Medium",20.31,45551.49,32.91,2206616,996760,505.192748481076,1118.38998543513,1.04265993773083,0,3,4,2.33333333333333,"medium",2,1,64871,0.0158468344869048,0.014089500701392,0.0128871144270938,0.0640810223366373,0.0613679456151439,0.0579149388786977,0.0577762020008941,0.0581615822170153,0.0576682955403801,0.0551710317399146,2,"DAVCL",1,0.137959866220736,0,0,NA,259,135,99,0.521235521235521,1.91851851851852,0.521235521235521,2.19760332171755
"207","CA3810700",3550000,0,0,14084570.42,6270000,"y","y","n","Bin B",1191,3500,"C1","DISTRICT 04 - SAN FRANCISCO","PRESIDIO OF SAN FRANCISCO","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"F",NA,NA,NA,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT04-SANFRANCISCO\Complete\Survey_DISTRICT04-CA3810700-PRESIDIOOFSANFRANCISCO - Partial.xlsx","single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Small/Medium",3.45,181937.33,23.58,NA,NA,NA,NA,NA,NA,NA,0,0,"very low",2,1,892280,0.00607208499574125,0.00629062626081499,0.00936253194064643,0.0818184874703008,0.0838738960864303,0.0851190209351325,0.0877381539427086,0.0860469807683687,0.081989958309051,0.0738456538306361,6,"C1",1,NA,0,NA,NA,259,135,99,0.521235521235521,1.91851851851852,0.521235521235521,2.61061736677141
"208","CA4710002",478000,200,99134,410817,390103,"y","y","n","Bin B",1187,1923,"DAVCL","DISTRICT 01 - KLAMATH","DUNSMUIR, CITY OF","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,543243,NA,NA,NA,NA,NA,NA,NA,390103,NA,NA,NA,NA,NA,NA,NA,414109,NA,NA,NA,NA,NA,NA,NA,410817,"NOTE: DDW personnel (Craig Bunas) spoke by phone with City of Dunsmuir Finance Director (Blake Michaelsen) on 11/18/2020.",279000,199000,478000,"E","N",200,99134,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT01-KLAMATH\Complete\Complete Survey_DISTRICT01-CA4710002-DUNSMUIR-CITYOF.xlsx","single","96025",NA,150,10,10,10,10,5,5,NA,NA,NA,200,"Small/Medium",12.97,34338,41.7,478000,199000,102.837658684066,247.017089703435,0.992050402188796,2,3,1,2,"medium",3,1,43956,0.0224087724087724,0.0219310219310219,0.0192692692692693,0.0544863044863045,0.048025298025298,0.0441122941122941,0.0464327964327964,0.0451360451360451,0.0432250432250432,0.0398352898352898,5,"DAVCL",1,0.16849199663016,0,0,NA,259,135,99,0.521235521235521,1.91851851851852,0.521235521235521,2.19760332171755
"209","CA3410045",9911623.42,103,1526.19,626675.99,390103,"y","y","n","Bin B",1178,3888,"C1","DISTRICT 09 - SACRAMENTO","CALAM - ARDEN","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Per phone conversation with Evan Jacobs (Cal-Am), Cal-Am does not does not separate financial data for their ten (10) water systems in the Sacramento District. Per 2019 electronic annual water system report, Cal-Am has over 60,000 connections in the Sacramento District. Per Sean McCarthy's ""Covid-19 Survey Guidance - Multiple Water Systems in a Single Water Agency"" email dated 11/10/2020: ""First, calculate the total number of service connections in ALL of their service areas, regardless if all individual systems are included in the survey or not. If the combined number of connections results in a single system greater than 10,000 connections, we will need to exclude these systems from the survey, as aggregated values would not be representative of the smaller systems.""

Cal-Am was excluded from survey due to aggregated financial data representing greater than 10,000 connections. However, on November 24, Evan Jacobs submitted by email to Sean McCarthy, ""deliquency by zip code"" data for all the requested systems, including this one.",0,NA,NA,NA,NA,NA,NA,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT09-SACRAMENTO\Complete\Survey_DISTRICT09-CA3410045-CALAM-ARDEN.xlsx","single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.23,33795.88,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1567975,0.00805497536631643,0.0077303528436359,0.00807921044659513,0.0665144533554425,0.0679640938152713,0.0661617691608603,0.0711650377078716,0.0710221782872814,0.0681994292000829,0.0615430730719559,NA,"C1",1,NA,0,NA,NA,259,135,99,0.521235521235521,1.91851851851852,0.521235521235521,2.61061736677141
"210","CA3310040",912952.79,49,24870.42,1276151.01,774533.68,"y","y","n","Bin B",1175,900,"C1","DISTRICT 20 - RIVERSIDE","FERN VALLEY WD","BM",NA,NA,256066.19,80894.9,322801.48,78921.38,59185.33,67908.27,67863.32,933640.87,111132.83,330490.98,21616.92,88150.1,64873.09,118688.28,39581.49,774533.68,119977.47,81050.35,485223.95,364144.36,90899.69,82751.25,146396.51,1370443.58,89027.5,254104.48,389440.93,258448.43,42340.27,222694.69,20094.71,1276151.01,"The District had a pipeline replacement Capital Improvement project in 2019-20.",0,912952.79,912952.79,"F","N",49,24870.42,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT20-RIVERSIDE\Complete\Survey_DISTRICT20-CA3310040-FERNVALLEYWD.xlsx","single","92549","2",11,7,11,7,1,1,2,2,1,4,49,"Small/Medium",15.6,76318,31.2,912952.79,912952.79,142.561065563896,142.561065563896,0.931195584133423,2,4,0,2,"medium",1,1,2468145,0.00767458962095015,0.00781963782516829,0.00854204270818773,0.0715918230087779,0.0747504704950479,0.0710408018977815,0.0765465562193469,0.075008153896955,0.0717283627987821,0.0646967661948548,6,"C1",1,0.0417021276595745,0,0,NA,259,135,99,0.521235521235521,1.91851851851852,0.521235521235521,2.61061736677141
"211","CA3610023",1130000,37,102094,626675.99,574270.43,"y","y","n","Bin B",1169,350,"C1","DISTRICT 13 - SAN BERNARDINO","GREEN VALLEY MWC","Q",NA,NA,98207.38,55300.79,61450.91,53042.25,54833.98,57081,51581,431497.31,188378.52,106843.28,73619.65,118041.86,55299.3,13906.06,18181.76,574270.43,53178,52079,43642,44606,53288,47195,50830,344818,206958.35,137399.49,51297.44,146848.34,27084.55,19944.92,37142.9,626675.99,"Revenue increased in 2020 because 

1. More residents: More people are moving in to this community, so water production is twice as much as the same period last year. 
2. Water bill increased in 2020because Green Valley MWC raised the rate by 10% in November 2019. Green Valley MWC is not going to increase the rate this year.
3. More housing transactions (buying and selling) in 2020 so Green Valley MWC has collected more than $20,000 water stock transfer fees.",980000,150000,1130000,"F","N",37,102094,"Green Valley MWC hasn't shut off any water services at the residences whose owners are not paying their bills. Among the 37 delinquent accounts, 10 are COVID related, 27 are related to fire (2007 fire), abandoned lots or other reasons. The 10 delinquent accounts account for $4,079 in debt for Green Valley MWC, and the 27 delinquent accounts account for $98,015 in debt. The two types of delinquent accounts are in separate rows in Table 2 (next page).","S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT13-SANBERNARDINO\Complete\Survey_DISTRICT13-CA3610023-GREENVALLEYMWCcompleted.xlsx","single","92341",NA,4,4,1,NA,NA,NA,NA,NA,NA,1,10,"Small/Medium",13.03,58375,26.6,1130000,150000,93.0925879739457,701.297496070391,1.81741089502288,2,1,0,1,"low",1,1,2217398,0.00705872378346152,0.00710066483328658,0.00788176051389962,0.0604325430076152,0.0638441993724176,0.0644733151197936,0.071314216031583,0.0706359435698959,0.0685447538060375,0.063525357197941,6,"C1",1,0.0316509837467921,0,0,NA,259,135,99,0.521235521235521,1.91851851851852,0.521235521235521,2.61061736677141
"212","CA1910159",1250000,2,735.21,1024519,1024317,"y","y","n","Bin B",1149,14000,"DAVCL","DISTRICT 07 - HOLLYWOOD","TRACT 180 MUTUAL WATER CO.","BM",NA,"N",81653,129244,69703,89693,132799,58772,69260,631124,32086,296969,18849,298664,20185,315009,42555,1024317,72339,141686,96180,61207,143700,68037,86366,669515,24304,283578,68229,292289,29286,297469,29364,1024519,"The company noted that they are not experiencing any financial difficulty due to the current public health crisis.",0,1250000,1250000,"F","N",2,735.21,NA,"S:\DDW\DDW-Public\COVID-19 CWS Financial Survey\DISTRICT07-HOLLYWOOD\Complete\Survey_DISTRICT07-CA1910159-TRACT180MUTUALWATERCO-complete.xlsx","single","90201",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2,"Small/Medium",60.21,42416.83,37.99,1250000,1250000,399.542952734442,399.542952734442,1.53024054726182,0,1,0,0.333333333333333,"low",1,1,10257557,0.00645855538506878,0.00649355397196428,0.00760873178672076,0.0759942157767195,0.0807474918248078,0.0814576999182164,0.0872163810544753,0.0854432493039035,0.0809370106351834,0.0732341043778748,6,"DAVCL",1,0.00174064403829417,0,0,0,259,135,99,0.521235521235521,1.91851851851852,0.521235521235521,2.19760332171755
