Water.System.No.,Unnamed,Regulating Agency,System Name,Fed Type,State Type,DS Class,Max TP Class,Fee Code,SC,Pop,Last SNSV,tag,log SC
4300578,2270,DISTRICT 17 - SANTA CLARA,ANGELO LANE WATER COMPANY,C,C,D1,There are no treatment plants,SC,15,52,11/6/2018,Bin A,1.1760912590556798
3301267,894,LPA63 - RIVERSIDE COUNTY,FISHERMAN'S RETREAT,C,C,D1,There are no treatment plants,SC,180,52,12/21/2018,Bin A,2.25527250510331
1502383,2205,DISTRICT 12 - VISALIA,NORD ROAD WATER ASSOCIATION,C,C,D1,T1,SC,16,32,11/16/2018,Bin A,1.20411998265592
4200804,2193,LPA72 - SANTA BARBARA COUNTY,WALKING M RANCHES,C,C,D1,TD,SC,17,54,5/23/2018,Bin A,1.23044892137827
1510046,630,DISTRICT 12 - VISALIA,LOST HILLS UTILITY DISTRICT,C,C,D2,T2,SC,437,2412,12/7/2018,Bin A,2.6404814369704197
1500507,1817,DISTRICT 12 - VISALIA,ST. CLAIR RANCHOS MUTUAL WATER CO.,C,C,D1,TD,SC,32,105,12/4/2018,Bin A,1.5051499783199098
1500393,1230,DISTRICT 19 - TEHACHAPI,RAINBIRD VALLEY MUTUAL WATER COMPANY,C,C,D1,TD,SC,85,238,6/20/2018,Bin A,1.9294189257142902
5510004,652,DISTRICT 11 - MERCED,PINECREST PERMITTEES ASSN,C,C,D2,T2,SC,390,1253,9/14/2018,Bin A,2.5910646070265
3900835,2056,LPA69 - SAN JOAQUIN COUNTY,WAYSIDE MOTEL APARTMENTS WTR SYS,C,C,D1,There are no treatment plants,SC,22,70,6/4/2019,Bin A,1.34242268082221
5400604,2289,DISTRICT 24 - TULARE,MOUNTAIN VIEW DUPLEXES,C,C,D1,There are no treatment plants,SC,14,103,6/28/2018,Bin A,1.14612803567824
4300770,1805,DISTRICT 17 - SANTA CLARA,THREE SPRINGS RANCH MUTUAL WATER COMPANY,C,C,D1,TD,SC,33,110,5/17/2018,Bin A,1.5185139398778897
1900809,928,LPA49 - LA COUNTY,LANDALE MUTUAL WATER COMPANY,C,C,D1,T1,SC,166,752,1/29/2019,Bin A,2.2201080880400497
4400642,2111,DISTRICT 05 - MONTEREY,CATHEDRAL WOOD MUTUAL WATER COMPANY,C,C,D1,T2,SC,20,60,12/11/2019,Bin A,1.30102999566398
4900892,2011,DISTRICT 18 - SONOMA,SUMMIT VIEW RANCH MUTUAL WATER CO.,C,C,D1,T1,SC,24,45,10/10/2012,Bin A,1.38021124171161
800555,835,DISTRICT 01 - KLAMATH,GASQUET C.S.D.,C,C,D1,T2,SC,210,775,8/16/2019,Bin A,2.32221929473392
2801016,2383,LPA58 - NAPA COUNTY,HESS WINERY,C,C,D1,T2,SC,1,100,6/5/2020,Bin A,0.0
810002,562,DISTRICT 01 - KLAMATH,SMITH RIVER C.S.D.,C,C,D2,TD,DAVCS,582,2568,8/15/2019,Bin A,2.76492298464989
4300525,1527,DISTRICT 17 - SANTA CLARA,MELODY WOODS WATER COMPANY,C,C,D1,T1,SC,51,168,1/31/2019,Bin A,1.7075701760979398
3200138,1487,LPA62 - PLUMAS COUNTY,MEADOW EDGE MHP,C,C,D1,There are no treatment plants,SC,54,53,4/24/2018,Bin A,1.73239375982297
1910012,683,DISTRICT 16 - CENTRAL,BELLFLOWER HOME GARDEN WATER COMPANY,C,C,D1,There are no treatment plants,SC,342,1129,9/27/2018,Bin A,2.53402610605613
2210901,1158,DISTRICT 11 - MERCED,MPWD-COULTERVILLE CSA 1,C,C,D1,There are no treatment plants,SC,98,193,12/7/2017,Bin A,1.99122607569249
4900570,1083,DISTRICT 18 - SONOMA,PALOMINO LAKES MUTUAL WATER CO.,C,C,D1,T1,SC,113,250,6/21/2018,Bin A,2.05307844348342
4900536,1103,DISTRICT 18 - SONOMA,OCCIDENTAL COMMUNITY SERVICES DISTRICT,C,C,D1,T1,SC,108,383,5/22/2019,Bin A,2.03342375548695
1300555,1341,LPA43 - IMPERIAL COUNTY,MITCHELLS CAMP FAMILY ASSOC.,C,C,D1,There are no treatment plants,SC,70,175,5/6/2019,Bin A,1.84509804001426
4410008,597,DISTRICT 05 - MONTEREY,"MT. HERMON ASSOCIATION, INC.",C,C,D2,TD,SC,494,2400,3/25/2019,Bin A,2.6937269489236497
1500575,1415,DISTRICT 12 - VISALIA,SAN JOAQUIN ESTATES MUTUAL WATER COMPANY,C,C,D1,TD,SC,61,165,11/19/2019,Bin A,1.78532983501077
1300514,1046,LPA43 - IMPERIAL COUNTY,COYOTE VALLEY MUTUAL WATER CO,C,C,D1,There are no treatment plants,SC,124,125,12/12/2019,Bin A,2.09342168516224
1210022,546,DISTRICT 01 - KLAMATH,RESORT IMPROVEMENT DISTRICT #1,C,C,D2,Missing treatment classification in SDWIS,SC,620,1500,1/17/2019,Bin A,2.79239168949825
4300740,2169,DISTRICT 17 - SANTA CLARA,MOUNTAIN SPRINGS MUTUAL WATER COMPANY,C,C,D1,T1,SC,18,37,10/12/2018,Bin A,1.25527250510331
300053,1982,DISTRICT 10 - STOCKTON,RANCHO DEL ORO,C,C,D1,There are no treatment plants,SC,24,44,11/3/2018,Bin A,1.38021124171161
3900701,1748,LPA69 - SAN JOAQUIN COUNTY,CURRIER ESTATES WATER CORP,C,C,D1,There are no treatment plants,SC,37,148,1/24/2019,Bin A,1.56820172406699
3110041,629,DISTRICT 02 - LASSEN,MIDWAY HEIGHTS C. W. D.,C,C,D2,There are no treatment plants,SC,438,1080,8/15/2018,Bin A,2.6414741105041
3900733,1847,LPA69 - SAN JOAQUIN COUNTY,COUNTRY CLUB VISTA MUTUAL WATER CO,C,C,D1,There are no treatment plants,SC,31,75,12/18/2017,Bin A,1.49136169383427
2701888,1999,LPA57 - MONTEREY COUNTY,CACHAGUA MUTUAL WS (#4),C,C,D1,There are no treatment plants,SC,24,55,11/20/2018,Bin A,1.38021124171161
4000803,2109,LPA70 - SAN LUIS OBISPO COUNTY,RANCHO SALINAS MBWC,C,C,D1,TD,SC,20,50,6/26/2018,Bin A,1.30102999566398
2000849,1728,LPA50 - MADERA COUNTY,MD 60 DILLON ESTATES,C,C,D1,There are no treatment plants,SC,38,150,9/13/2019,Bin A,1.57978359661681
4300832,2368,DISTRICT 17 - SANTA CLARA,SOUTH COUNTY RETIREMENT HOME,C,C,D1,TD,SC,3,46,11/13/2018,Bin A,0.47712125471966205
2701820,2132,LPA57 - MONTEREY COUNTY,CORDA RD WS,C,C,D1,There are no treatment plants,SC,19,60,7/11/2017,Bin A,1.27875360095283
4010003,522,DISTRICT 06 - SANTA BARBARA,SAN MIGUELITO MWC,C,C,D2,T1,SC,688,1758,8/27/2019,Bin A,2.83758843823551
2000511,2098,LPA50 - MADERA COUNTY,MD 85 VALETA,C,C,D1,There are no treatment plants,SC,20,45,9/17/2019,Bin A,1.30102999566398
4900850,1738,DISTRICT 18 - SONOMA,BODEGA WATER COMPANY,C,C,D1,T2,SC,38,77,8/20/2013,Bin A,1.57978359661681
5304502,1674,DISTRICT 01 - KLAMATH,"SALYER HEIGHTS W.S., INC",C,C,D1,T2,DAVCS,42,135,2/6/2018,Bin A,1.6232492903979001
4510013,605,DISTRICT 02 - LASSEN,SHASTA C.S.D.,C,C,D2,T3,DAVCS,480,1584,12/20/2019,Bin A,2.68124123737559
1410502,2278,DISTRICT 13 - SAN BERNARDINO,"NPS - DEATH VALLEY, STOVEPIPE WELLS",C,C,D1,T2,SC,14,175,11/29/2016,Bin A,1.14612803567824
1000378,944,DISTRICT 23 - FRESNO,SUNSET WEST COMMUNITY LLC,C,C,D1,There are no treatment plants,SC,159,350,6/12/2019,Bin A,2.20139712432045
5301017,1753,DISTRICT 01 - KLAMATH,RUSH CREEK MUTUAL WATER SYSTEM,C,C,D1,T2,SC,37,104,4/17/2019,Bin A,1.56820172406699
1400034,2067,LPA44 - INYO COUNTY,KEOUGH'S HOT SPRINGS,C,C,D1,There are no treatment plants,SC,21,75,6/21/2017,Bin A,1.32221929473392
3301682,1786,LPA63 - RIVERSIDE COUNTY,TRAILS END MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,34,52,12/12/2017,Bin A,1.5314789170422598
610001,448,DISTRICT 21 - VALLEY,ARBUCKLE PUBLIC UTILITY DISTRICT,C,C,D2,TD,DAVCS,1002,2778,6/17/2020,Bin A,3.0008677215312303
2800625,808,DISTRICT 03 - MENDOCINO,ADVENTIST HEALTH - ST. HELENA HOSPITAL,C,C,D1,T1,SC,227,860,3/11/2019,Bin A,2.3560258571931203
1400072,1797,LPA44 - INYO COUNTY,NORTH LONE PINE MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,33,70,4/26/2012,Bin A,1.5185139398778897
4400608,1036,DISTRICT 05 - MONTEREY,FOREST SPRINGS,C,C,D1,There are no treatment plants,SC,126,385,4/26/2018,Bin A,2.10037054511756
4900575,2318,DISTRICT 18 - SONOMA,LOCH HAVEN MUTUAL WATER COMPANY,C,C,D1,T1,SC,12,26,6/13/2017,Bin A,1.07918124604762
310019,1468,DISTRICT 10 - STOCKTON,AWA LA MEL HEIGHTS #3,C,C,D1,T1,SC,55,188,4/26/2019,Bin A,1.74036268949424
2300506,1769,DISTRICT 03 - MENDOCINO,MEADOW ESTATES MUTUAL,C,C,D1,T1,SC,35,100,5/30/2019,Bin A,1.5440680443502801
1000199,2374,DISTRICT 23 - FRESNO,FOWLER CARE CENTER,C,C,D1,T2,SC,1,46,8/21/2018,Bin A,0.0
2702409,1845,LPA57 - MONTEREY COUNTY,EL CAMINO WC INC,C,C,D1,There are no treatment plants,SC,31,90,10/13/2016,Bin A,1.49136169383427
5510852,2322,DISTRICT 11 - MERCED,CAL FIRE BASELINE CONSERVATION CAMP,C,C,D1,T2,SC,12,150,11/27/2018,Bin A,1.07918124604762
1009039,2309,DISTRICT 23 - FRESNO,PAPPAS & CO (MENDOTA),C,C,D1,T2,SC,12,25,4/20/2018,Bin A,1.07918124604762
2701423,2218,LPA57 - MONTEREY COUNTY,ECHO VALLEY RD WS #05,C,C,D1,There are no treatment plants,SC,16,45,8/12/2016,Bin A,1.20411998265592
2700536,2211,LPA57 - MONTEREY COUNTY,CORRAL DE TIERRA ESTATES WC,C,C,D1,There are no treatment plants,SC,16,45,4/4/2016,Bin A,1.20411998265592
1910249,619,DISTRICT 22 - ANGELES,WHITE FENCE FARMS MWC NO. 1,C,C,D2,T2,SC,454,1145,7/26/2019,Bin A,2.6570558528571
