DOMAINVALUE	STRATUM	ID	Y1	Y2	Y3	X1	X2	LABEL
2	10*2	BELLFLOWER MUNICIPAL WATER SYSTEM	43.88	65445.81	36.34	10	2	1
2	10*2	SATIVA-L.A. CWD	63.22	35967.04	39.7	10	2	1
2	10*2	SWEETWATER SPRINGS CWD - GUERNEVILLE	10.82	60754.08	39.8	10	2	1
2	10*2	MADERA VALLEY WATER COMPANY	42.16	64528	31.5	10	2	1
2	10*2	FORESTHILL PUBLIC UTILITY DIST	11.58	78625	33.8	10	2	1
2	10*2	CUTLER PUD	45.82	39242.62	39.94	10	2	1
2	11*2	WOODLAKE, CITY OF	33.26	32784	29.31	11	2	2
2	11*2	CLEAR CREEK CSD-ANDERSON	15.46	60817	44.92	11	2	2
2	11*2	PERRIS, CITY OF	48.66	42044.9	33.74	11	2	2
2	11*2	EARLIMART PUD	37.16	28164.49	39.28	11	2	2
2	11*2	YREKA, CITY OF	17.06	43096.76	33.9	11	2	2
2	11*2	OROSI PUBLIC UTILITY DISTRICT	49.33	41173.07	43.94	11	2	2
2	11*2	FIREBAUGH CITY	45.54	41218.96	32.4	11	2	2
2	11*2	OCEANO COMM SERVICES DIST.	18.52	65295.93	28.63	11	2	2
2	11*2	FORT BRAGG, CITY OF	21.64	42736.61	31.05	11	2	2
2	11*2	MUSCOY MWC NO. 1	57.11	48947.96	43.34	11	2	2
2	11*2	DELHI CWD	43.5	57887.32	29.5	11	2	2
2	11*2	COACHELLA VWD: I.D. NO. 11	29.11	36348.83	28.5	11	2	2
2	11*2	CAL-WATER SERVICE CO.-WILLOWS	35.12	45242	31.8	11	2	2
2	11*2	GUADALUPE WATER DEPARTMENT	38.3	45097	38.2	11	2	2
2	11*2	CITY OF ORLAND	23.61	44562.2	31.29	11	2	2
2	11*3	TEHACHAPI, CITY OF	37.06	49102.01	29.28	11	3	2
2	11*3	CITY OF SUSANVILLE	15.86	36236.69	29.38	11	3	2
2	11*3	CRESTLINE VILLAGE CWD - DIVISION 10	29.66	60824.34	33.98	11	3	2
2	12*2	HIGHLANDS MUTUAL WATER COMPANY	25.57	29628.7	33.16	12	2	2
2	12*2	FARMERSVILLE, CITY OF	39.89	31521.24	32.01	12	2	2
2	12*2	CASTROVILLE COMMUNITY SERVICES DISTRICT	33	52883.51	26.42	12	2	2
2	12*2	THERMALITO WATER & SEWER DIST	23.26	48095.81	30.75	12	2	2
2	12*2	WINTON WATER & SANITARY DIST	45.28	44771.75	28.36	12	2	2
2	12*2	PLACERVILLE, CITY OF - MAIN	18.29	63500.59	31.52	12	2	2
2	12*3	TUD - SONORA/JAMESTOWN WATER SYSTEM	22.57	48810.72	32.36	12	3	2
2	12*3	FORTUNA, CITY OF	24.11	45741.43	35.32	12	3	2
2	12*3	CAL-WATER SERVICE CO.-MARYSVILLE	35.67	48271.43	27.1	12	3	2
2	12*3	BIG BEAR CITY CSD	22.47	43702.17	36.3	12	3	2
2	12*3	GREENFIELD COUNTY WD	48.59	55642	33.9	12	3	2
2	12*3	CAL-WATER SERVICE CO.-OROVILLE	35.3	30916.71	39.47	12	3	2
2	12*3	CITY OF ANDERSON	20.5	40459.42	31.83	12	3	2
2	12*3	CITY OF SHASTA LAKE	12.34	50924.25	36.62	12	3	2
2	12*3	JOSHUA BASIN WATER DISTRICT	14.8	35887.4	36.47	12	3	2
2	13*2	AVENAL, CITY OF	39.63	41097	35	13	2	3
2	13*2	LINDSAY, CITY OF	36.2	34337.21	42.55	13	2	3
2	13*2	CITY OF PARLIER	67.34	33661.72	34.26	13	2	3
2	13*2	TRACT 180 MUTUAL WATER CO.	60.21	42416.83	37.99	13	2	3
2	13*2	WALNUT PARK MUTUAL WATER CO.	46.75	50406.57	31.86	13	2	3
2	13*3	SAN JACINTO, CITY OF	30.49	42653.24	35.93	13	3	2
2	13*3	HUNTINGTON PARK-CITY, WATER DEPT.	53.83	41253	38.33	13	3	2
2	13*3	CITY OF RED BLUFF	29.81	31861.98	37.31	13	3	2
2	13*3	CITY OF CRESCENT CITY	13.33	38383.9	37.9	13	3	2
2	13*3	CHOWCHILLA CITY WATER DEPT	37.28	43215.27	28.49	13	3	2
2	13*3	KERMAN, CITY OF	41.98	48428.66	28.72	13	3	2
2	13*3	UKIAH, CITY OF	26.3	45244.27	33.79	13	3	2
2	14*2	BAKMAN WATER COMPANY	52.05	39946.37	40.44	14	2	3
2	14*3	GREENFIELD, CITY OF	23.21	53136.44	37.09	14	3	2
2	14*3	LAMONT PUBLIC UTILITY DIST	34.52	39997.02	32.62	14	3	2
2	14*3	LINDA COUNTY WATER DISTRICT	34.11	43718.52	31.87	14	3	2
2	14*3	SHAFTER, CITY OF	46.43	42992.01	32.59	14	3	2
2	14*3	ARCATA, CITY OF	24.2	37627.25	49.22	14	3	2
2	14*4	TWENTYNINE PALMS WATER DISTRICT	16.02	42114.36	27.58	14	4	4
2	15*3	DINUBA, CITY OF	44.91	44661.75	32.75	15	3	3
2	15*3	EL MONTE-CITY, WATER DEPT.	54.38	42853.19	40.21	15	3	3
2	15*3	ARVIN COMMUNITY SERVICES DIST	39.65	34733.56	36.04	15	3	3
2	15*4	SFWP-MINERS RANCH	22.88	47012.69	32.21	15	4	4
2	15*4	HUMBOLDT C.S.D.	12.86	51816.45	31.79	15	4	4
2	16*4	ADELANTO, CITY OF	44.34	25505.85	47.19	16	4	2
2	16*4	CITY OF ATWATER	38.14	51339.35	29.2	16	4	2
2	16*4	HEMET, CITY OF	36.85	35219.39	38.05	16	4	2
2	16*4	EUREKA, CITY OF	15.9	43728.92	33.91	16	4	2
2	16*4	EAST NILES CSD	37.12	47456.95	33.91	16	4	2
2	17*4	BELLFLOWER - SOMERSET MWC	42.85	53557.27	35.05	17	4	3
2	18*4	DELANO, CITY OF	43.58	42441.56	32.86	18	4	3
2	18*4	PARAMOUNT - CITY, WATER DEPT.	56.79	55140.59	34.21	18	4	3
2	18*4	LYNWOOD-CITY, WATER DEPT.	50.49	52499.69	37.5	18	4	3
2	6*2	MIL POTRERO MWC	24.36	53162	28.8	6	2	4
2	6*2	DUNSMUIR, CITY OF	12.97	34338	41.7	6	2	4
2	7*2	TWAIN HARTE COMMUNITY SERVICES DISTRICT	16.91	64193.13	29.18	7	2	4
2	7*2	SWEETWATER SPRINGS CWD - MONTE RIO	11.18	56552.23	49.04	7	2	4
2	7*2	NICE MUTUAL WATER COMPANY	15.55	43812.7	35	7	2	4
2	7*2	LAKE COUNTY CSA 21 - NORTH LAKEPORT	20.31	45551.49	32.91	7	2	4
2	7*2	LAKE SHASTINA C.S.D	32.3	51711	33.9	7	2	4
2	7*2	LUCERNE WATER CO. - CAL WATER SERVICE	20.08	33344	39.1	7	2	4
2	7*2	CHESTER PUBLIC U.D.	14.6	54583	29.7	7	2	4
2	7*2	FRAZIER PARK PUD	9.97	33941.58	42.59	7	2	4
2	7*2	WEED, CITY OF	32.3	51711	33.9	7	2	4
2	7*2	CLEARLAKE OAKS COUNTY WATER DISTRICT	16.57	38182.57	33.16	7	2	4
2	7*2	CITY OF ALTURAS	22.22	35924.14	29.5	7	2	4
2	7*2	NORTH GUALALA WATER COMPANY	13.87	54004	31.25	7	2	4
2	7*2	KELSEYVILLE CO WATERWORKS DISTRICT 3	22.72	50853.68	34.25	7	2	4
2	8*2	WEAVERVILLE C.S.D.	11.89	41982.64	35.91	8	2	4
2	8*2	SHEEP CREEK WATER COMPANY	14.98	54124.14	34.89	8	2	4
2	8*2	RIO ALTO WATER DISTRICT	12.77	46387.68	32.32	8	2	4
2	8*2	BURNEY WATER DISTRICT	25.72	45486	29	8	2	4
2	8*2	LITTLEROCK CREEK IRRIGATION DIST.	22.87	57800.45	36.53	8	2	4
2	8*2	MT. SHASTA, CITY OF	12.21	47982	35.8	8	2	4
2	8*2	BISHOP, CITY OF	19.47	42339.33	31.3	8	2	4
2	8*2	WILLOW COUNTY WATER DISTRICT	30.57	37372.63	34.83	8	2	4
2	8*2	CAL AM - OAKHURST	8.17	55713.35	29.23	8	2	4
2	8*2	LAKE DON PEDRO CSD	17.27	51435.57	33.31	8	2	4
2	8*3	GROVELAND COMMUNITY SERV DIST	20.15	54650	29.8	8	3	4
2	9*1	PARADISE IRRIGATION DISTRICT	16.44	48076.43	37.73	9	1	4
2	9*2	KEYES COMMUNITY SERVICES DIST.	44.08	51285.77	42.5	9	2	2
2	9*2	CITY OF BELL GARDENS	55	45966.73	36.9	9	2	2
2	9*2	GOLDEN STATE WATER CO.-CLEARLAKE SYSTEM	21.05	31923.52	32.46	9	2	2
2	9*2	ARMONA COMMUNITY SERVICES DIST	40.33	51848.65	31.75	9	2	2
2	9*2	TUD - COLUMBIA WATER SYSTEM	16.25	57249.54	31.98	9	2	2
2	9*2	UNION PUBLIC UTILITY DISTRICT	10.43	48806.68	36.38	9	2	2
2	9*2	IVANHOE PUBLIC UTILITY DIST	33.97	47211.82	28.65	9	2	2
2	9*2	CENTERVILLE C.S.D.	13.4	80041.03	31.11	9	2	2
2	9*2	HILMAR COUNTY WATER DISTRICT	35.31	61404	25	9	2	2
2	9*2	LAKEPORT, CITY OF	21.64	45329.16	29.98	9	2	2
2	9*2	COACHELLA VWD: I.D. NO. 8	9.25	52827.74	36.15	9	2	2
2	9*2	VALLEY VIEW MUTUAL WATER CO.	44.36	71931.32	33.7	9	2	2
2	9*2	MT. KONOCTI MUTUAL WATER COMPANY	19.54	52585	27.6	9	2	2
2	9*2	CITY OF GRASS VALLEY	33.39	41470.75	35.37	9	2	2
2	9*2	MOJAVE PUD	38.23	41806.62	34.67	9	2	2
2	9*2	KONOCTI COUNTY WATER DISTRICT	22.94	28642.23	38.5	9	2	2
2	9*2	CITY OF WILLIAMS	25.82	61607	32.5	9	2	2
2	9*2	PLANADA CSD	48.26	40039	27.8	9	2	2
3	1*1	SFWP-BANGOR	33.96	43125	40	1	1	1
3	1*1	CALLAHAN WATER DISTRICT	11.28	47068	30.8	1	1	1
3	1*1	BURNT RANCH ESTATES	8.09	41595	33	1	1	1
3	1*1	ALI MUTUAL WATER CO	38.89	86573	31.1	1	1	1
3	1*1	EL MONTE VILLAGE MHP	39.57	54129	28.6	1	1	1
3	1*1	PLAINVIEW MWC - CENTRAL WATER	47.4	40020	37	1	1	1
3	1*1	SHASTA VIEW HEIGHTS OWNERS ASSOCIATION	21.94	38885.75	32.22	1	1	1
3	1*1	TENNANT C.S.D.	11.62	40000	30.8	1	1	1
3	1*1	SALYER HEIGHTS W.S., INC	8.09	41595	33	1	1	1
3	1*1	PINON VALLEY WATER COMPANY	28.99	40938	29	1	1	1
3	1*1	EL CRYSTAL MOBILE HOME PARK	28.07	44167	37.2	1	1	1
3	1*1	ABRAMS LAKE MOBILE ESTATES	12.21	47982	35.8	1	1	1
3	1*1	LITTLE LAKE MOBILE HOME PARK	22.45	36906	35.6	1	1	1
3	1*1	BEACH CREEK MOBILE HOME PARK	13.03	48454	42.9	1	1	1
3	1*1	CYPRESS CANYON WATER SYSTEM	44.56	35022	32.3	1	1	1
3	1*1	LITTLE VALLEY CSD	15.82	42212	24.9	1	1	1
3	1*1	EVERGREEN MOBILE HOME PARK	44.24	44952	27.5	1	1	1
3	1*1	COBB AREA CWD - HILL NINE AND TEN	11.61	63666.47	37.61	1	1	1
3	1*1	TRACT 1199 WATER SYSTEM	49.72	52540	41.9	1	1	1
3	1*1	LAS PALMAS MOBILE HOME PARK	10.61	30901	45.7	1	1	1
3	1*1	COBB AREA CWD - BRANDING IRON	11.46	63875	37.8	1	1	1
3	1*1	FCSA #49/ FIVE POINTS	43.94	21732	33.2	1	1	1
3	1*1	49ER TRAILER RANCH	26.96	38750	34.6	1	1	1
3	1*1	WILLIAM FISHER MEMORIAL WATER COMPANY	28.26	69232	30.9	1	1	1
3	1*1	SOUTH CLOVERDALE WATER COMPANY	19.7	65656.06	33.21	1	1	1
3	1*1	NEVADA ID - SMARTSVILLE	33.96	57969	36.6	1	1	1
3	1*1	INDIAN CREEK TRAILER PARK	12.82	42500	35.3	1	1	1
3	1*1	FOOTHILL MUTUAL WATER COMPANY	26.5	113426	32.4	1	1	1
3	1*1	CHATEAU SHASTA MOBILE HOME & RV PARK	12.21	47982	35.8	1	1	1
3	1*1	ORLEANS MUTUAL WATER CO.	15.18	41938	24.7	1	1	1
3	1*1	SHADOW MOUNTAIN MHP	12.21	47982	35.8	1	1	1
3	1*1	POND MUTUAL WATER COMPANY	59.32	54004	29.6	1	1	1
3	1*1	CAMDEN TRAILER PARK	44.34	52055	33.8	1	1	1
3	1*1	COVE MOBILE VILLA	20.95	60609	32.3	1	1	1
3	1*1	ALLEGHANY COUNTY W.D.	19.97	48125	32.2	1	1	1
3	1*1	COBB AREA CWD - MT. HANNAH	11.46	63875	37.8	1	1	1
3	1*1	DUNE 3 MUTUAL WATER COMPANY, LLC	18.96	69767	36.2	1	1	1
3	1*1	COLUMBIA MOBILE HOME PARK	26.96	38750	34.6	1	1	1
3	1*1	CAL ORE MOBILE ESTATES	32.3	51711	33.9	1	1	1
3	1*1	MONSON WATER SYSTEM	39.61	54070.83	28.61	1	1	1
3	1*1	YOKAYO TRIBE OF INDIANS	18.29	71778.56	34.26	1	1	1
3	1*1	HUNTER VALLEY CSD	16.84	36125	38.8	1	1	1
3	1*1	BEVERLY GRAND MUTUAL WATER	37.25	71034	28.3	1	1	1
3	1*1	TUD-PEACEFUL PINES WATER SYSTEM	17.81	62355	29.8	1	1	1
3	1*1	GEORGE COX WATER SYSTEM	43.21	66972	27.7	1	1	1
3	1*1	SISKIYOU CO.SERVICE AREA #5/CARRICK	32.3	51711	33.9	1	1	1
3	1*1	CAL AM - COARSEGOLD	14.11	62313	24.7	1	1	1
3	1*1	SHASTINA MOBILE ESTATES	32.3	51711	33.9	1	1	1
3	1*1	NEW AUBERRY WATER ASSOCIATION	10.47	72500	28.5	1	1	1
3	1*1	VALENZUELA WATER SYSTEM	31.29	86313	32.3	1	1	1
3	1*1	WEST WATER COMPANY (PUC)	23.86	55729	32.7	1	1	1
3	1*1	LLANAS CAMP FOUR WATER SYSTEM	46.91	51568	33.1	1	1	1
3	1*1	LEMON COVE WATER CO	24.44	59434.5	27.01	1	1	1
3	10*1	MALAGA COUNTY WATER DISTRICT	79.63	39727.63	32.26	10	1	2
3	11*1	TRACT 349 MUTUAL WATER CO.	51.66	44578.14	32.73	11	1	3
3	11*1	HURON, CITY OF	39.91	31666.04	30.94	11	1	3
3	2*1	BLUEBELL VALLEY MWC	24.4	49386	38.6	2	1	4
3	2*1	MOTHER LODE MOBILE ESTATES	24.4	49386	38.6	2	1	4
3	2*1	APPLE VALLEY HEIGHTS CWD	23.81	44978	32.7	2	1	4
3	2*1	NEWELL COUNTY WATER DISTRICT	13.07	48220	20.9	2	1	4
3	2*1	CLEAR WATER MUTUAL WATER COMPANY	19.54	52585	27.6	2	1	4
3	2*1	MOUNTAIN VIEW MOBILE ESTATES, LLC	28.07	44167	37.2	2	1	4
3	2*1	SALYER MUTUAL WC (FORMERLY RIVERVIEW AC)	8.09	41595	33	2	1	4
3	2*1	LAKE SISKIYOU M.W.C.	12.21	47982	35.8	2	1	4
3	2*1	CAL AM - RAYMOND	12.85	54211	28.3	2	1	4
3	2*1	SUGAR PINE RV RESORT	17.81	62355	29.8	2	1	4
3	2*1	VOLTA COMMUNITY SD	55.12	53058	22.4	2	1	4
3	2*1	CALIFORNIA PINES C.S.D.	19.68	51244.59	21.09	2	1	4
3	2*1	IVCSD CRESCENT MILLS	10.27	42455	29.6	2	1	4
3	2*1	COPCO LAKE MWC	16.18	46161	26.3	2	1	4
3	2*1	FCSA #43/RAISIN CITY	45.49	42714	33.5	2	1	4
3	2*1	SIERRA PARK WATER COMPANY, INC.	17.81	62355	29.8	2	1	4
3	2*1	GRENADA SANITARY DISTRICT	20.95	60609	32.3	2	1	4
3	2*1	DEL ORO WATER CO. - HAT CREEK DISTRICT	19.77	47780.78	21.51	2	1	4
3	2*1	EASTON ESTATES WATER COMPANY	65.35	49730	31.3	2	1	4
3	2*1	SIERRAVILLE P.U.D.	19.97	48125	32.2	2	1	4
3	2*1	SHASTA CSA - CASTELLA, #3	13.14	45078	37.1	2	1	4
3	2*1	LAKESHORE HEIGHTS MUTUAL WATER	13.14	45078	37.1	2	1	4
3	2*1	ELK CREEK COMMUNITY S.D.	23.73	45734	19.8	2	1	4
3	2*1	COBB AREA CWD - STARVIEW	11.53	63541.99	37.61	2	1	4
3	2*1	R.R. LEWIS SMALL WC	19.97	48125	32.2	2	1	4
3	2*1	SHASTA CSA - CRAGVIEW, #23	13.14	45078	37.1	2	1	4
3	2*1	HORNBROOK C.S.D.	18.71	31731	41.3	2	1	4
3	2*1	COLD SPRINGS WATER CO	17.81	62355	29.8	2	1	4
3	2*1	FCSA #30/EL PORVENIR	56.67	33821.39	30.14	2	1	4
3	2*1	DOWNIEVILLE PUBLIC U.D.	19.97	48125	32.2	2	1	4
3	2*1	SHASTA CSA - SUGARLOAF, #2	13.14	45078	37.1	2	1	4
3	2*1	SISKIYOU CO. ROLLING HILLS MWC	22.18	33750	32.2	2	1	4
3	2*1	FCSA #32/CANTUA CREEK	48.18	35368	30.5	2	1	4
3	2*1	GRIZZLY LAKE CSD-CROCKER/WELCH	20.01	53958	35.9	2	1	4
3	2*1	PALMER CREEK CSD	27.55	46250	31.8	2	1	4
3	2*1	SHASTA CSA - FRENCH GULCH, #11	20.61	55444	39.6	2	1	4
3	3*1	TEVISTON CSD	52.66	28778	38	3	1	1
3	3*1	COBB AREA CWD - BONANZA SPRINGS	11.46	63875	37.8	3	1	1
3	3*1	WEST PALM SPRINGS VILLAGE	20.1	37702	47.7	3	1	1
3	3*1	LAKE COUNTY CSA 13 - KONO TAYEE	19.66	34832.37	38.29	3	1	1
3	3*1	HARBOR VIEW MUTUAL WATER COMPANY	19.54	52585	27.6	3	1	1
3	3*1	CITY OF TEHAMA	31.21	43229	26.2	3	1	1
3	3*1	WESTPORT COUNTY WATER DISTRICT	16.18	39028	36.2	3	1	1
3	3*1	CLEAR CREEK CSD-WESTWOOD	17.02	53000	35.8	3	1	1
3	3*1	ORICK C.S.D.	13.03	48454	42.9	3	1	1
3	3*1	CLOVERDALE MUTUAL WATER CO.	27.9	52500	39.7	3	1	1
3	3*1	SKP PARK OF THE SIERRAS INC	14.11	62313	24.7	3	1	1
3	3*1	WESTHAVEN C.S.D.	13.03	48454	42.9	3	1	1
3	3*1	BIG ROCK C.S.D.	18.06	53547	26.2	3	1	1
3	3*1	JACUMBA COMMUNITY SD	27.75	49231	37.8	3	1	1
3	3*1	BERRYESSA ESTATES (LBRID)	8.07	67759	33.5	3	1	1
3	3*1	LOCH LOMOND MUTUAL WATER CO	11.46	63875	37.8	3	1	1
3	3*1	DELFT COLONY WATER	39.57	54129	28.6	3	1	1
3	3*1	RIVER PINES PUD	19.82	60125	24.6	3	1	1
3	3*1	SAN JOAQUIN RIVER CLUB INC	38.1	53266	27.9	3	1	1
3	3*1	KRISTA MUTUAL WATER COMPANY	24.36	53162	28.8	3	1	1
3	3*1	COUNTY SERVICE AREA 11	19.82	121126	24.3	3	1	1
3	3*1	DAVENPORT COUNTY SANITATION	12.81	89481	41.7	3	1	1
3	3*1	LSID-STRATHMORE SYSTEM	47.4	40020	37	3	1	1
3	3*1	DOLPHIN ISLE MARINA	20.97	40470.61	30.01	3	1	1
3	3*1	SEVILLE WATER COMPANY	36.83	37406.3	34.14	3	1	1
3	3*1	LASSEN COUNTY WATER DISTRICT #1	15.82	42212	24.9	3	1	1
3	3*1	CALPELLA COUNTY WATER DISTRICT	21.41	49992.28	28.67	3	1	1
3	3*1	PALM SPRINGS CREST	20.72	37873.27	47.07	3	1	1
3	3*1	SUTTER CO. WWD#1 (ROBBINS)	34.46	50761	22.8	3	1	1
3	3*1	FCSA #39 A&B	55.16	50457.91	32.7	3	1	1
3	3*1	PATTERSON TRACT CSD	51.07	31117	42.2	3	1	1
3	3*1	LSID - TONYVILLE	37.77	54385	26.3	3	1	1
3	3*1	TOOLEVILLE MUTUAL NON PROFIT WATER ASSOC	24.45	59408	27	3	1	1
3	3*1	LASSEN PINES MUTUAL WATER CO INC	13.83	51440.43	40.23	3	1	1
3	3*1	MYERS FLAT M.W.S. INC.	10.08	60351	19.6	3	1	1
3	3*1	YETTEM WATER SYSTEM	40.93	36565	34.4	3	1	1
3	4*1	LINNELL FARM LABOR CENTER	43.76	41500	31.1	4	1	1
3	4*1	BDVWA - GOAT MOUNTAIN ID	16.35	35861.73	33.9	4	1	1
3	4*1	HIGH VALLEYS WATER DISTRICT	34.73	48009.28	29.6	4	1	1
3	4*1	WOODVILLE FARM LABOR CENTER	44.87	33698	33	4	1	1
3	4*1	LEAVITT LAKE CSD	14.51	72870	27.5	4	1	1
3	4*1	LANARE COMMUNITY SERVICES DIST	44.34	52055	33.8	4	1	1
3	4*1	BIG PINE CSD	17.99	52526.44	20.29	4	1	1
3	4*1	PINE GROVE COMM SERV DIST	21.62	59006.52	33.42	4	1	1
3	4*1	GRIZZLY LAKE CSD-DELLEKER	20.01	53958	35.9	4	1	1
3	4*1	PLAINVIEW MUTUAL WATER COMPANY	47.4	40020	37	4	1	1
3	4*1	FORT JONES, TOWN OF	14.49	44276	25.6	4	1	1
3	4*1	LOLETA C.S.D.	27.55	46250	31.8	4	1	1
3	4*1	BRIDGEPORT PUD	13.8	54559	22.7	4	1	1
3	4*1	EAST OROSI CSD	46.49	30034	36.1	4	1	1
3	4*1	ETNA, CITY OF	11.28	47068	30.8	4	1	1
3	4*1	INYO COUNTY PWD - INDEPENDENCE	18.13	52454	20.3	4	1	1
3	4*1	DEL ORO WATER CO.-JOHNSON PARK	25.72	45486	29	4	1	1
3	4*1	GARDEN ACRES MUTUAL WATER CO	35.59	44500	36.6	4	1	1
3	4*1	VALLEY SPRINGS PUD	22.9	81216	31.4	4	1	1
3	4*1	PINON PINES MWC	28.99	40938	29	4	1	1
3	4*1	APPLE VALLEY FOOTHILL CWD	23.81	44978	32.7	4	1	1
3	4*1	HILLSVIEW HOMES	47.34	63259	30.2	4	1	1
3	4*1	SULTANA CSD	39.57	54129	28.6	4	1	1
3	4*1	CUYAMA COMMUNITY SERVICES DISTRICT	17.54	58523	30.1	4	1	1
3	4*1	CITY OF LOYALTON	19.97	48125	32.2	4	1	1
3	4*1	DORRIS, CITY OF	16.18	34009	31.1	4	1	1
3	4*1	SCOTIA CSD	21.77	37697	33.1	4	1	1
3	4*1	MANILA COMMUNITY SERVICES DIST.	24.41	39107	33.7	4	1	1
3	5*1	HOPLAND PUBLIC UTILITY DISTRICT	9.57	53897	29.9	5	1	4
3	5*1	DESERT LAKE COMM SERV DIST	25.77	48010.31	24	5	1	4
3	5*1	LAKE COUNTY CSA 2 - SPRING VALLEY	17.43	42806.05	33.93	5	1	4
3	5*1	HAPPY CAMP C.S.D.	12.15	36579	31.8	5	1	4
3	5*1	APPLE VALLEY RANCHOS WATER CO - YERMO	31.61	67133	24.2	5	1	4
3	5*1	RIVERSIDE CSA #122-MESA VERDE	32.49	36810	31	5	1	4
3	5*1	TULELAKE, CITY OF	14.22	36350.76	26.89	5	1	4
3	5*1	STRATFORD PUD	50.24	41331	30.4	5	1	4
3	5*1	CAL AM - GOLDSIDE	14.56	57818.91	24.87	5	1	4
3	5*1	LEBEC COUNTY WATER DISTRICT	24.53	53278.13	28.74	5	1	4
3	5*1	SHASTA CSA - JONES VALLEY, #6	8.7	66310.33	23.39	5	1	4
3	5*1	KETTLEMAN CITY CSD	50.24	41331	30.4	5	1	4
3	5*1	MCCLOUD C.S.D.	11.62	40000	30.8	5	1	4
3	5*1	IVCSD-GREENVILLE	10.27	42455	29.6	5	1	4
3	5*1	MIDWAY CITY MUTUAL WC	36.67	53869	39.8	5	1	4
3	5*1	HYDESVILLE CO. W.D.	15	51303.29	35.48	5	1	4
3	5*1	CALLAYOMI COUNTY WATER DISTRICT	12.32	59745	35.4	5	1	4
3	5*1	ALPAUGH COMMUNITY SERVICES DISTRICT	50.48	30010	48.5	5	1	4
3	5*1	LAKE OF THE WOODS MWC	9.99	33991.33	42.58	5	1	4
3	6*1	BUTTONWILLOW CWD	45.85	41225	31.5	6	1	3
3	6*1	LOWER LAKE COUNTY WATER DISTRICT	19.07	30661	43.9	6	1	3
3	6*1	SPRINGVILLE PUD	22.38	42775	38.4	6	1	3
3	6*1	COBB AREA COUNTY WATER DISTRICT	11.46	63875	37.8	6	1	3
3	6*1	MONTAGUE, CITY OF	23.32	48619.33	29.67	6	1	3
3	6*1	WILLOW CREEK C.S.D.	13.88	41132.44	24.06	6	1	3
3	6*1	BOX SPRINGS MUTUAL WC	65.47	38689.66	46.46	6	1	3
3	6*1	STRATHMORE PUBLIC UTIL DIST	47.4	40020	37	6	1	3
3	6*1	TERRACE WATER COMPANY	52.84	56778.34	43.5	6	1	3
3	6*1	MARIPOSA PUBLIC UTILITY DIST	19.53	47835	34.8	6	1	3
3	6*1	ARROWBEAR PARK CWD	13.29	58426.26	26.84	6	1	3
3	6*1	TUD - TUOLUMNE WATER SYSTEM	14.47	69223	27.5	6	1	3
3	6*1	LAKE COUNTY CSA 20 - SODA BAY	19.54	52585	27.6	6	1	3
3	6*1	BERTSCH OCEAN VIEW CSD	17.18	37770	45.3	6	1	3
3	6*1	RICHGROVE COMMUNITY SERVICES DISTRICT	50.49	30032.97	48.48	6	1	3
3	6*1	HERLONG PUBLIC UTILITY DISTRICT	12.02	51051	24.3	6	1	3
3	6*1	SEELEY CWD	48.09	34875	40.6	6	1	3
3	6*1	WESTWOOD C.S.D.	17.02	53000	35.8	6	1	3
3	6*1	WOODVILLE PUBLIC UTILITY DIST	44.87	33698	33	6	1	3
3	6*1	FALL RIVER VALLEY CSD	18.01	48459	19.3	6	1	3
3	6*1	TRINITY CO. W.W. DIST #1	9.02	29542	35.2	6	1	3
3	6*1	LONDON COMMUNITY SERV DIST	52.59	36042	32.5	6	1	3
3	6*1	INYO COUNTY PWD - LONE PINE	29.31	40150	30.6	6	1	3
3	6*1	GARBERVILLE SANITARY DISTRICT	10.08	60351	19.6	6	1	3
3	6*1	REDWAY C.S.D.	10.08	60351	19.6	6	1	3
3	6*1	DEL REY COMMUNITY SERV DIST	55.81	34107	32.5	6	1	3
3	6*1	SHASTA C.S.D.	16.09	61633.71	30.62	6	1	3
3	6*1	LATON COMMUNITY SERVICES DISTRICT	40.42	42142.45	28.18	6	1	3
3	6*2	CITY OF PORTOLA	20.01	53958	35.9	6	2	4
3	7*1	SAN MIGUEL COMMUNITY SERVICES DISTRICT	22.79	70437.93	40.34	7	1	5
3	7*1	JUNE LAKE PUD VILLAGE	11.57	66786	22.2	7	1	5
3	7*1	SMITH RIVER C.S.D.	18.06	53829.38	26.27	7	1	5
3	7*1	PALO ALTO PARK MUTUAL WATER COMPANY	43.24	69741.52	40.13	7	1	5
3	7*1	CAL-WATER SERVICE CO.-HAMILTON CITY	21.74	46008	25.7	7	1	5
3	7*1	JUNE LAKE PUD - DOWN CANYON	11.57	66786	22.2	7	1	5
3	7*1	ARBUCKLE PUBLIC UTILITY DISTRICT	27.47	64885	23.1	7	1	5
3	7*1	CARUTHERS COMM SERV DIST	47.9	43036	37.4	7	1	5
3	7*1	CABAZON WATER DISTRICT	38.31	42723	29.3	7	1	5
3	7*1	LOCKEFORD COMMUNITY SERV. DIST.	23.08	57872.05	49.7	7	1	5
3	7*1	NORTH YUBA WATER DISTRICT	11.46	55434.84	43.12	7	1	5
3	7*1	TIPTON COMMUNITY SERVICES DIST	44.87	33698	33	7	1	5
3	7*1	AWA - CAMANCHE VILLAGE	28.93	67689.4	38.8	7	1	5
3	7*1	MOUNTAIN GATE C.S.D.	10.98	42124.91	34.64	7	1	5
